,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,target_score
938,4,119,0,119,4111.0,8.0,8.0,3.0,2.545454545,55.25,4.0,2.0,0.0,0,0.0,0
940,4,109,0,103,7709.0,7.0,9.0,3.0,0.736842105,81.5,5.0,2.0,1.0,1,5.0,0
943,4,107,700,46,4414.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
945,4,114,0,114,8102.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
946,4,92,400,92,21165.0,10.0,7.0,13.0,4.375,94.2,15.0,9.0,0.0,1,2.0,1
947,4,138,0,80,2057.0,8.0,6.0,5.0,0.122807018,41.0,0.0,0.0,0.0,1,0.0,0
948,4,102,5000,102,23625.0,10.0,7.0,6.0,0.859649123,182.4285714,3.0,1.0,0.0,1,2.0,1
949,4,1,0,1,17552.0,8.0,9.0,3.0,4.375,72.4,5.0,3.0,0.0,1,4.0,0
951,4,86,0,86,8449.0,8.0,7.0,3.0,1.228070175,87.1,7.0,2.0,2.0,1,4.0,0
952,4,38,0,38,354.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
953,4,88,2000,88,36646.0,8.0,8.0,1.0,0.0,0.0,0.0,9.0,5.0,0,0.0,1
954,4,5,0,5,1679.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
956,4,2,0,2,1843.0,8.0,8.0,3.0,0.736842105,68.66666667,1.0,0.0,0.0,1,0.0,0
957,4,85,900,85,6848.0,9.0,7.0,8.0,3.181818182,76.6,10.0,3.0,0.0,1,0.0,1
959,4,39,3400,39,18344.0,5.0,9.0,1.0,2.456140351,145.9,16.0,6.0,9.0,1,11.0,1
960,4,25,0,25,3399.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
961,4,0,0,0,2102.0,8.0,7.0,13.0,1.596491228,30.61538462,8.0,0.0,0.0,1,1.0,0
965,4,1,396,1,8223.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
966,4,63,348,63,718.0,8.0,8.0,5.0,1.964912281,5.1875,2.0,0.0,0.0,1,0.0,1
967,4,69,0,38,1789.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
968,4,19,0,13,4434.0,8.0,9.0,2.0,2.333333333,147.6,5.0,3.0,0.0,1,0.0,0
969,4,44,0,44,4899.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
970,4,39,0,39,2570.0,8.0,6.0,4.0,5.6,1.8,20.0,0.0,0.0,1,3.0,0
971,4,28,898,28,4249.0,8.0,9.0,7.0,0.122807018,10.0,0.0,0.0,0.0,1,0.0,1
972,4,58,200,58,2725.0,9.0,9.0,7.0,0.25,5.0,1.0,0.0,0.0,1,0.0,1
973,4,27,0,25,15938.0,8.0,8.0,11.0,1.228070175,21.3,5.0,0.0,0.0,0,0.0,0
974,4,46,0,46,27570.0,8.0,7.0,17.0,2.333333333,39.4,5.0,1.0,0.0,1,2.0,0
975,4,25,0,25,507.0,8.0,7.0,20.0,7.368421053,0.066666667,37.0,0.0,0.0,1,35.0,0
976,4,1,5,1,4479.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
977,4,11,0,11,1918.0,7.0,7.0,1.0,15.75,5.444444444,18.0,7.0,12.0,1,2.0,0
978,4,50,0,50,747.0,10.0,9.0,3.0,0.245614035,7.5,1.0,0.0,0.0,0,0.0,0
980,4,50,0,50,1441.0,7.0,7.0,12.0,2.824561404,15.04347826,15.0,1.0,0.0,1,7.0,0
983,4,36,100,36,2839.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
984,4,76,3895,41,130539.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,1,0.0,1
985,4,47,750,47,21714.0,10.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1
986,4,22,1100,22,639.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
987,4,65,0,65,1201.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
988,4,21,4980,21,4026.0,8.0,7.0,4.0,0.318181818,17.0,1.0,1.0,0.0,0,0.0,1
989,4,24,1000,24,2720.0,10.0,8.0,7.0,0.368421053,4.333333333,0.0,0.0,0.0,1,0.0,1
990,4,23,0,23,3233.0,7.0,7.0,1.0,1.719298246,9.357142857,8.0,0.0,8.0,1,3.0,0
991,4,25,0,25,818.0,8.0,7.0,3.0,0.98245614,29.75,0.0,0.0,0.0,0,0.0,0
992,4,28,0,28,291.0,8.0,9.0,3.0,0.122807018,14.0,0.0,0.0,0.0,1,0.0,0
993,4,10,500,10,1648.0,8.0,7.0,6.0,0.368421053,55.66666667,1.0,0.0,0.0,1,0.0,1
994,4,7,0,7,1442.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
995,4,61,2000,18,7020.0,7.0,7.0,1.0,7.0,14.0,11.0,1.0,7.0,1,10.0,1
996,4,24,200,7,1131.0,10.0,7.0,4.0,3.5,27.0,1.0,0.0,0.0,1,0.0,1
997,4,25,3296,25,6401.0,10.0,9.0,14.0,2.916666667,41.6,14.0,11.0,1.0,1,1.0,1
998,4,12,0,6,4369.0,8.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0
999,4,33,2500,33,12467.0,10.0,9.0,5.0,0.269230769,35.0,1.0,0.0,1.0,1,0.0,1
1000,4,36,800,36,11034.0,8.0,7.0,2.0,0.466666667,71.0,1.0,1.0,0.0,1,1.0,1
1001,4,40,0,22,3835.0,8.0,7.0,1.0,1.105263158,10.11111111,2.0,1.0,0.0,1,1.0,0
1002,4,32,0,30,2110.0,7.0,8.0,5.0,0.954545455,20.33333333,3.0,2.0,0.0,1,1.0,0
1003,4,33,0,32,3852.0,7.0,7.0,4.0,0.859649123,51.71428571,4.0,2.0,0.0,1,3.0,0
1004,4,16,0,16,8877.0,10.0,7.0,9.0,0.245614035,195.0,0.0,0.0,0.0,1,0.0,0
1006,4,41,4006,13,13089.0,7.0,8.0,4.0,0.859649123,285.2857143,3.0,3.0,0.0,1,0.0,1
1007,4,12,0,12,4241.0,8.0,8.0,5.0,0.184210526,32.0,0.0,0.0,0.0,1,0.0,0
1008,4,11,0,1,14959.0,7.0,7.0,3.0,1.964912281,87.3125,14.0,2.0,1.0,1,12.0,0
1009,4,10,0,4,645.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1010,4,2,0,2,1633.0,10.0,7.0,6.0,0.24137931,15.0,0.0,0.0,0.0,1,0.0,0
1011,4,9,0,9,6976.0,10.0,8.0,5.0,0.0,0.0,0.0,1.0,2.0,0,0.0,0
1012,4,7,40,7,12869.0,8.0,10.0,6.0,0.25,106.0,1.0,1.0,0.0,0,0.0,1
1013,4,5,0,5,916.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1014,4,1,0,1,990.0,7.0,8.0,8.0,0.913043478,7.333333333,3.0,1.0,1.0,1,1.0,0
1016,3,241,0,241,6487.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1017,3,0,0,0,2013.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1018,3,124,0,124,310.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1019,3,36,897,36,8449.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1020,3,3,3120,3,2548.0,10.0,9.0,12.0,0.368421053,17.66666667,0.0,0.0,0.0,1,0.0,1
1043,3,26,247,26,3381.0,8.0,9.0,8.0,1.75,73.0,1.0,1.0,0.0,1,1.0,1
1044,3,237,0,237,2929.0,8.0,7.0,2.0,0.245614035,103.0,0.0,0.0,0.0,1,0.0,0
1045,3,41,5590,37,7215.0,8.0,7.0,6.0,5.833333333,71.83333333,29.0,9.0,4.0,1,8.0,1
1046,3,2,0,2,592.0,8.0,7.0,10.0,0.245614035,8.0,1.0,0.0,1.0,1,0.0,0
1047,3,0,0,0,5437.0,8.0,8.0,2.0,7.245614035,17.15254237,42.0,11.0,3.0,1,1.0,0
1048,3,3,30,3,3279.0,10.0,7.0,0.0,0.736842105,70.0,2.0,2.0,0.0,0,1.0,1
1049,3,198,0,198,6804.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1050,3,225,129,225,2773.0,8.0,7.0,5.0,0.318181818,44.0,1.0,1.0,0.0,1,1.0,1
1052,3,0,0,0,12067.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1055,3,31,0,31,1517.0,9.0,9.0,1.0,0.933333333,15.0,2.0,1.0,0.0,1,2.0,0
1058,3,159,147,159,42580.0,10.0,7.0,3.0,3.5,492.0,1.0,5.0,6.0,1,0.0,1
1059,3,75,0,75,3503.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1060,3,4,0,4,4803.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1063,3,7,60,7,1228.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1064,3,263,0,263,896.0,7.0,7.0,1.0,0.122807018,19.0,0.0,0.0,0.0,1,0.0,0
1068,3,141,900,141,1315.0,10.0,7.0,7.0,0.122807018,53.0,0.0,0.0,0.0,1,0.0,1
1069,3,19,447,19,847.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1070,3,4,0,4,697.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1071,3,6,0,6,5974.0,10.0,8.0,4.0,2.333333333,36.0,1.0,2.0,0.0,1,0.0,0
1072,3,0,0,0,4065.0,8.0,8.0,7.0,0.122807018,2.0,0.0,0.0,0.0,1,0.0,0
1073,3,213,200,213,41563.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1074,3,48,0,48,2376.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1075,3,44,0,44,3001.0,10.0,8.0,2.0,0.245614035,95.0,1.0,1.0,0.0,0,1.0,0
1076,3,82,0,82,2273.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1078,3,170,397,170,2495.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1080,3,2,0,2,2985.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1081,3,0,0,0,2589.0,9.0,8.0,6.0,0.122807018,138.0,0.0,0.0,0.0,1,0.0,0
1082,3,0,0,0,2247.0,9.0,9.0,3.0,0.466666667,23.0,1.0,1.0,0.0,1,1.0,0
1083,3,5,0,5,10221.0,7.0,9.0,6.0,1.473684211,10.58333333,7.0,1.0,0.0,1,1.0,0
1084,3,207,20,207,2481.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1085,3,62,297,62,9384.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1086,3,102,0,102,4404.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1087,3,1,50,1,1368.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1088,3,0,0,0,3041.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1089,3,76,2250,76,6384.0,10.0,7.0,3.0,0.368421053,1004.666667,1.0,0.0,0.0,1,1.0,1
1090,3,63,297,63,4096.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1091,3,19,0,19,1387.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1092,3,42,0,32,2395.0,8.0,9.0,0.0,3.5,31.0,2.0,2.0,2.0,1,2.0,0
1093,3,260,0,260,1287.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1094,3,19,0,19,1180.0,7.0,7.0,1.0,0.318181818,1.0,1.0,0.0,0.0,1,1.0,0
1095,3,43,30,43,5887.0,8.0,7.0,1.0,5.923076923,32.86363636,22.0,12.0,11.0,1,22.0,1
1099,3,4,500,4,5873.0,7.0,10.0,13.0,0.368421053,13.66666667,0.0,0.0,0.0,1,0.0,1
1100,3,105,0,105,7468.0,8.0,7.0,5.0,0.368421053,10.0,1.0,0.0,0.0,1,0.0,0
1102,3,8,897,8,1234.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1105,3,52,50,52,2884.0,8.0,8.0,4.0,2.087719298,25.88235294,7.0,2.0,4.0,1,1.0,1
1106,3,12,0,12,1922.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1110,3,33,0,33,14211.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1112,3,15,0,15,7449.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1113,3,0,0,0,9513.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1114,3,0,0,0,4123.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1116,3,3,0,3,4457.0,7.0,8.0,0.0,8.719298246,1.295774648,61.0,4.0,6.0,1,17.0,0
1117,3,146,99,146,9822.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1120,3,119,0,119,544.0,8.0,7.0,16.0,0.318181818,48.0,1.0,0.0,1.0,1,0.0,0
1121,3,105,0,105,2320.0,7.0,6.0,5.0,1.272727273,14.0,4.0,1.0,0.0,1,1.0,0
1122,3,120,300,120,6230.0,8.0,9.0,2.0,2.333333333,548.5,4.0,1.0,2.0,0,0.0,1
1125,3,57,600,57,13373.0,8.0,8.0,5.0,7.0,11.0,8.0,0.0,0.0,1,2.0,1
1126,3,118,600,118,18648.0,10.0,7.0,4.0,7.859649123,7.578125,34.0,4.0,0.0,1,1.0,1
1127,3,11,897,11,9798.0,8.0,7.0,3.0,0.736842105,448.6666667,1.0,0.0,0.0,1,1.0,1
1128,3,92,899,92,10664.0,8.0,8.0,10.0,2.227272727,138.4285714,7.0,5.0,2.0,1,6.0,1
1129,3,0,0,0,10465.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1130,3,3,0,3,3777.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1132,3,95,99,95,10925.0,8.0,7.0,1.0,1.473684211,124.5833333,5.0,1.0,4.0,1,1.0,1
1133,3,19,0,19,1118.0,8.0,8.0,8.0,0.466666667,36.0,1.0,0.0,0.0,1,0.0,0
1134,3,0,0,0,655.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1135,3,43,0,43,4654.0,7.0,8.0,4.0,1.105263158,48.66666667,5.0,1.0,0.0,0,0.0,0
1136,3,31,797,31,4128.0,9.0,9.0,5.0,0.245614035,46.5,0.0,0.0,0.0,0,0.0,1
1137,3,101,15,101,2613.0,8.0,9.0,9.0,2.625,23.33333333,3.0,2.0,1.0,0,0.0,0
1139,3,69,298,69,7070.0,10.0,7.0,6.0,0.132075472,175.0,0.0,0.0,0.0,1,0.0,1
1140,3,129,0,87,6193.0,7.0,9.0,1.0,1.350877193,68.81818182,1.0,0.0,1.0,1,0.0,0
1141,3,49,10,49,1230.0,7.0,7.0,3.0,0.122807018,51.0,0.0,0.0,0.0,1,0.0,0
1143,3,27,400,27,6327.0,10.0,8.0,3.0,2.210526316,38.33333333,9.0,3.0,0.0,1,2.0,1
1144,3,4,0,4,259.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1145,3,21,0,21,1296.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1147,3,81,200,81,2296.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1152,3,23,0,23,2325.0,7.0,8.0,15.0,3.818181818,6.75,12.0,2.0,0.0,1,2.0,0
1153,3,0,0,0,2744.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1154,3,95,0,95,8482.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1155,3,77,0,77,4883.0,7.0,7.0,3.0,1.719298246,10.07142857,5.0,2.0,0.0,0,1.0,0
1156,3,3,0,3,1877.0,8.0,7.0,3.0,2.333333333,8.052631579,7.0,0.0,5.0,1,3.0,0
1158,3,101,0,101,999.0,7.0,4.0,14.0,1.866666667,4.75,4.0,1.0,0.0,1,0.0,0
1159,3,39,0,39,4900.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1160,3,50,3000,50,10299.0,7.0,7.0,17.0,6.533333333,39.71428571,14.0,14.0,0.0,0,11.0,1
1161,3,0,0,0,1554.0,7.0,7.0,1.0,0.411764706,94.0,1.0,1.0,0.0,1,1.0,0
1166,3,2,100,2,6722.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1167,3,27,900,27,18666.0,8.0,7.0,4.0,2.333333333,249.6842105,5.0,0.0,5.0,1,1.0,1
1168,3,28,0,28,13161.0,7.0,7.0,2.0,14.0,82.5,2.0,3.0,0.0,0,0.0,0
1169,3,39,0,39,321.0,7.0,10.0,2.0,0.614035088,1.4,0.0,0.0,0.0,1,0.0,0
1171,3,99,21580,32,17442.0,10.0,8.0,1.0,2.470588235,340.5,10.0,5.0,4.0,0,3.0,1
1172,3,5,0,5,2781.0,8.0,7.0,1.0,1.964912281,26.0625,9.0,6.0,0.0,0,1.0,0
1173,3,8,0,8,1118.0,8.0,8.0,2.0,1.75,16.0,2.0,0.0,0.0,1,1.0,0
1176,3,3,0,3,16337.0,10.0,8.0,8.0,0.368421053,6.0,0.0,0.0,0.0,1,0.0,0
1177,3,27,697,27,12258.0,7.0,7.0,4.0,4.2,209.6666667,3.0,1.0,3.0,1,0.0,1
1178,3,0,0,0,5134.0,7.0,7.0,11.0,0.49122807,3.0,3.0,0.0,0.0,1,0.0,0
1180,3,2,0,2,1590.0,8.0,7.0,2.0,0.122807018,60.0,0.0,0.0,0.0,1,0.0,0
1181,3,18,1196,7,4713.0,8.0,10.0,2.0,1.964912281,48.0,9.0,3.0,5.0,0,3.0,1
1182,3,31,200,31,5460.0,8.0,9.0,6.0,3.266666667,15.28571429,7.0,0.0,0.0,0,0.0,1
1183,3,19,0,0,4453.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1184,3,1,0,1,23387.0,8.0,7.0,1.0,7.0,209.0,1.0,4.0,8.0,0,0.0,0
1185,3,0,10,0,4949.0,10.0,8.0,3.0,0.125,259.0,0.0,0.0,0.0,1,0.0,1
1186,3,0,0,0,21630.0,8.0,7.0,11.0,0.245614035,77.0,0.0,0.0,0.0,1,0.0,0
1187,3,59,397,59,15550.0,10.0,7.0,4.0,1.166666667,75.0,1.0,0.0,1.0,1,1.0,1
1188,3,0,20,0,432.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1189,3,3,50,3,9811.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1191,3,56,100,56,2109.0,8.0,7.0,5.0,0.122807018,67.0,0.0,0.0,0.0,1,0.0,1
1192,3,64,600,59,1147.0,9.0,7.0,3.0,1.166666667,119.0,1.0,1.0,0.0,0,1.0,1
1194,3,0,0,0,1122.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1195,3,36,10000,36,23265.0,8.0,10.0,17.0,3.684210526,65.06666667,11.0,0.0,11.0,1,8.0,1
1196,3,9,700,9,7362.0,7.0,7.0,11.0,0.184210526,34.0,0.0,0.0,0.0,1,0.0,1
1197,3,19,600,19,10863.0,9.0,8.0,4.0,1.473684211,28.58333333,3.0,1.0,0.0,1,2.0,1
1200,3,46,0,46,5049.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1201,3,20,150,20,2124.0,8.0,7.0,1.0,2.210526316,45.11111111,9.0,4.0,2.0,0,2.0,1
1202,3,33,0,33,17749.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1204,3,3,0,3,4655.0,7.0,7.0,0.0,1.75,25.5,2.0,0.0,0.0,1,0.0,0
1205,3,6,0,6,3737.0,8.0,10.0,12.0,0.5,9.5,2.0,1.0,0.0,1,0.0,0
1206,3,21,50,21,5314.0,8.0,7.0,4.0,0.49122807,23.0,1.0,0.0,1.0,1,1.0,1
1209,3,0,200,0,1513.0,8.0,6.0,4.0,0.358974359,58.0,1.0,1.0,0.0,0,1.0,1
1210,3,5,800,5,8014.0,7.0,8.0,3.0,2.333333333,100.4210526,12.0,3.0,9.0,1,6.0,1
1211,3,17,10,10,555.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1212,3,25,1099,25,3720.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1213,3,18,29050,12,33680.0,10.0,8.0,14.0,3.266666667,125.0,14.0,10.0,4.0,1,2.0,1
1214,3,9,0,9,12697.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1215,3,2,600,2,58433.0,7.0,7.0,4.0,0.0,0.0,0.0,3.0,7.0,1,0.0,1
1216,3,10,0,10,1009.0,5.0,8.0,1.0,0.614035088,13.4,2.0,2.0,0.0,0,2.0,0
1217,3,0,0,0,4041.0,7.0,7.0,4.0,0.259259259,0.0,1.0,0.0,0.0,1,1.0,0
1218,3,17,600,17,33704.0,9.0,7.0,10.0,1.615384615,2097.333333,6.0,6.0,4.0,1,1.0,1
1220,3,7,99,3,1905.0,7.0,8.0,5.0,4.0,28.25,4.0,4.0,3.0,0,2.0,1
1221,3,7,10,3,753.0,10.0,9.0,5.0,2.333333333,64.0,1.0,1.0,0.0,1,0.0,1
1222,3,5,297,5,65784.0,10.0,7.0,3.0,5.333333333,175.4375,16.0,17.0,0.0,1,13.0,1
1223,3,7,3200,7,3989.0,9.0,10.0,4.0,1.909090909,119.0,6.0,4.0,1.0,0,6.0,1
1224,3,3,2500,3,11406.0,10.0,10.0,3.0,1.555555556,274.1666667,6.0,3.0,1.0,1,2.0,1
1225,3,1,0,1,1449.0,8.0,6.0,6.0,0.466666667,52.0,1.0,0.0,0.0,1,1.0,0
1226,3,6,0,1,24837.0,1.0,9.0,4.0,4.2,659.6666667,3.0,2.0,4.0,1,1.0,0
1227,3,3,0,3,358.0,8.0,7.0,2.0,0.245614035,16.5,1.0,1.0,0.0,1,1.0,0
1228,3,3,0,3,664.0,8.0,9.0,1.0,0.583333333,37.25,3.0,1.0,0.0,1,2.0,0
1229,3,6,0,0,228.0,7.0,7.0,8.0,1.964912281,6.0625,7.0,3.0,1.0,1,2.0,0
1230,3,0,898,0,3058.0,10.0,10.0,10.0,0.49122807,42.5,3.0,1.0,0.0,1,2.0,1
1231,2,2,2000,2,22924.0,8.0,9.0,8.0,0.245614035,300.5,0.0,0.0,0.0,1,0.0,1
1232,2,0,1498,0,9806.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1234,2,0,198,0,6030.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
1235,2,0,0,0,2199.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1278,2,0,0,0,1810.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1281,2,10,100,10,4079.0,7.0,6.0,4.0,7.538461538,27.78571429,14.0,11.0,4.0,1,8.0,1
1282,2,123,101,123,15168.0,8.0,9.0,2.0,0.98245614,16.75,5.0,1.0,0.0,1,0.0,1
1283,2,18,0,18,1616.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1284,2,132,299,132,10762.0,8.0,7.0,13.0,0.614035088,106.6,3.0,0.0,0.0,1,0.0,1
1286,2,27,0,27,415.0,8.0,7.0,7.0,0.368421053,2.333333333,2.0,0.0,0.0,1,1.0,0
1287,2,1,0,1,2982.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1288,2,1,98,1,12005.0,8.0,8.0,4.0,0.225806452,8.0,0.0,0.0,0.0,1,0.0,1
1289,2,0,0,0,10746.0,8.0,7.0,6.0,0.368421053,32.0,2.0,0.0,0.0,1,0.0,0
1290,2,62,0,62,4614.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1291,2,2,100,2,288.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1292,2,3,0,3,2755.0,10.0,7.0,3.0,0.614035088,46.6,4.0,3.0,1.0,1,0.0,0
1293,2,189,0,189,1356.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1294,2,52,699,52,2703.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1295,2,0,0,0,3768.0,8.0,7.0,2.0,0.122807018,2.0,0.0,0.0,0.0,1,0.0,0
1297,2,22,0,22,1104.0,8.0,7.0,15.0,1.228070175,10.3,1.0,0.0,0.0,1,0.0,0
1298,2,0,0,0,76.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1302,2,0,0,0,1479.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1303,2,196,0,196,2769.0,10.0,7.0,9.0,0.368421053,1.666666667,0.0,0.0,0.0,1,0.0,0
1304,2,0,0,0,2810.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1305,2,0,0,0,2337.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1306,2,67,0,67,942.0,8.0,9.0,6.0,0.122807018,18.0,0.0,0.0,0.0,0,0.0,0
1307,2,256,299,256,4005.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1308,2,23,98,23,1462.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1309,2,0,0,0,4252.0,7.0,7.0,6.0,0.859649123,13.0,0.0,0.0,0.0,1,0.0,0
1310,2,181,0,181,16880.0,7.0,9.0,6.0,0.736842105,9.666666667,5.0,1.0,0.0,1,2.0,0
1312,2,196,0,196,2301.0,8.0,7.0,2.0,0.245614035,19.5,1.0,0.0,1.0,1,1.0,0
1313,2,6,0,6,1587.0,9.0,8.0,3.0,0.614035088,17.0,1.0,1.0,0.0,1,1.0,0
1314,2,6,0,6,8722.0,8.0,9.0,1.0,0.122807018,451.0,0.0,0.0,0.0,1,0.0,0
1315,2,0,0,0,3937.0,7.0,9.0,5.0,0.245614035,20.5,0.0,0.0,0.0,1,0.0,0
1316,2,0,2000,0,2429.0,7.0,6.0,9.0,1.272727273,5.5,4.0,0.0,0.0,1,0.0,1
1317,2,6,250,6,3148.0,8.0,8.0,4.0,0.245614035,164.0,1.0,1.0,0.0,1,1.0,1
1318,2,1,200,1,11541.0,10.0,7.0,1.0,0.368421053,108.0,1.0,0.0,1.0,1,0.0,1
1319,2,28,0,28,16396.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
